Prediction	Accession	Query
FtsW	WP_098825079.1	FtsW.9
FtsW	WP_056997336.1	FtsW.9
FtsW	WP_046324767.1	FtsW.9
FtsW	WP_174713950.1	FtsW.9
FtsW	WP_057740869.1	FtsW.9
FtsW	WP_176941880.1	FtsW.9
FtsW	WP_006499731.1	FtsW.9
FtsW	WP_091489322.1	FtsW.9
FtsW	WP_002367107.1	FtsW.10
FtsW	WP_069654618.1	FtsW.10
FtsW	WP_010772896.1	FtsW.10
FtsW	WP_010765438.1	FtsW.10
FtsW	WP_010763359.1	FtsW.10
FtsW	WP_069645118.1	FtsW.10
FtsW	WP_069639876.1	FtsW.10
FtsW	WP_088268500.1	FtsW.10
FtsW	WP_208928016.1	FtsW.10
FtsW	WP_069664037.1	FtsW.10
FtsW	WP_025868564.1	FtsW.10
FtsW	WP_071877694.1	FtsW.10
FtsW	WP_069634831.1	FtsW.10
FtsW	WP_069699771.1	FtsW.10
FtsW	WP_209555870.1	FtsW.10
FtsW	WP_067392810.1	FtsW.10
FtsW	WP_122646363.1	FtsW.10
FtsW	WP_048604354.1	FtsW.10
FtsW	WP_048604354.1	FtsW.10
FtsW	WP_095454050.1	FtsW.10
FtsW	WP_126825112.1	FtsW.10
FtsW	WP_071131324.1	FtsW.10
FtsW	WP_081134546.1	FtsW.10
FtsW	WP_010734630.1	FtsW.10
FtsW	WP_113850238.1	FtsW.10
FtsW	WP_270326559.1	FtsW.10
FtsW	WP_114524740.1	FtsW.10
FtsW	WP_088933133.1	FtsW.10
FtsW	WP_016180476.1	FtsW.10
FtsW	WP_002291183.1	FtsW.10
FtsW	WP_002291183.1	FtsW.10
FtsW	WP_010751701.1	FtsW.10
FtsW	WP_071855280.1	FtsW.10
FtsW	WP_010745855.1	FtsW.10
FtsW	WP_167483435.1	FtsW.10
FtsW	WP_067482779.1	FtsW.10
FtsW	WP_010769804.1	FtsW.10
FtsW	WP_015510439.1	FtsW.10
FtsW	WP_171000206.1	FtsW.10
FtsW	WP_067628156.1	FtsW.10
FtsW	WP_071864822.1	FtsW.10
FtsW	WP_173102293.1	FtsW.10
FtsW	WP_016172859.1	FtsW.10
FtsW	WP_137612709.1	FtsW.10
FtsW	WP_140966489.1	FtsW.10
FtsW	WP_010755792.1	FtsW.10
FtsW	WP_071860803.1	FtsW.10
FtsW	WP_071856524.1	FtsW.10
FtsW	WP_227259442.1	FtsW.10
FtsW	WP_248848962.1	FtsW.10
FtsW	WP_239433713.1	FtsW.10
FtsW	WP_016184482.1	FtsW.10
FtsW	WP_016174005.1	FtsW.10
FtsW	WP_126813556.1	FtsW.10
FtsW	WP_209530909.1	FtsW.10
FtsW	WP_077275533.1	FtsW.10
FtsW	WP_010752851.1	FtsW.10
FtsW	WP_126778687.1	FtsW.10
FtsW	WP_275472049.1	FtsW.10
FtsW	WP_275468759.1	FtsW.10
FtsW	WP_125983936.1	FtsW.10
FtsW	WP_126832533.1	FtsW.10
FtsW	WP_204654312.1	FtsW.10
FtsW	WP_188368495.1	FtsW.10
FtsW	WP_218324503.1	FtsW.10
FtsW	WP_125943704.1	FtsW.10
FtsW	WP_166035018.1	FtsW.10
FtsW	WP_146623509.1	FtsW.10
FtsW	WP_126809542.1	FtsW.10
FtsW	WP_161869938.1	FtsW.10
FtsW	WP_016251346.1	FtsW.10
FtsW	WP_126796128.1	FtsW.10
FtsW	WP_007209159.1	FtsW.10
FtsW	WP_071875387.1	FtsW.10
FtsW	WP_069028546.1	FtsW.10
FtsW	WP_124006664.1	FtsW.10
FtsW	WP_166007631.1	FtsW.10
FtsW	WP_009488558.1	FtsW.10
FtsW	WP_016185166.1	FtsW.10
FtsW	WP_068707464.1	FtsW.10
FtsW	WP_079347667.1	FtsW.10
FtsW	WP_135253679.1	FtsW.10
FtsW	WP_068164276.1	FtsW.10
FtsW	WP_057973813.1	FtsW.10
FtsW	WP_089109964.1	FtsW.10
FtsW	WP_056965858.1	FtsW.10
FtsW	WP_208422522.1	FtsW.10
FtsW	WP_269007642.1	FtsW.10
FtsW	WP_125701133.1	FtsW.10
FtsW	WP_203641791.1	FtsW.10
FtsW	WP_020088396.1	FtsW.10
FtsW	WP_143462812.1	FtsW.10
FtsW	WP_125691448.1	FtsW.10
FtsW	WP_057733272.1	FtsW.10
FtsW	WP_125573387.1	FtsW.10
FtsW	WP_125681887.1	FtsW.10
FtsW	WP_057878623.1	FtsW.10
FtsW	WP_123934772.1	FtsW.10
FtsW	WP_125545940.1	FtsW.10
FtsW	WP_135367649.1	FtsW.10
FtsW	WP_208910245.1	FtsW.10
FtsW	WP_011668141.1	FtsW.10
FtsW	WP_136952945.1	FtsW.10
FtsW	WP_125575362.1	FtsW.10
FtsW	WP_078807734.1	FtsW.10
FtsW	WP_125685621.1	FtsW.10
FtsW	WP_261810114.1	FtsW.10
FtsW	WP_071457247.1	FtsW.10
FtsW	WP_225423476.1	FtsW.10
FtsW	WP_046316707.1	FtsW.10
FtsW	WP_045808266.1	FtsW.10
FtsW	WP_057826864.1	FtsW.10
FtsW	WP_125766031.1	FtsW.10
FtsW	WP_028789898.1	FtsW.10
FtsW	WP_057152319.1	FtsW.10
FtsW	WP_203646130.1	FtsW.10
FtsW	WP_057810707.1	FtsW.10
FtsW	WP_089136533.1	FtsW.10
FtsW	WP_203639856.1	FtsW.10
FtsW	WP_016265255.1	FtsW.10
FtsW	WP_249513020.1	FtsW.10
FtsW	WP_057906511.1	FtsW.10
FtsW	WP_098825962.1	FtsW.10
FtsW	WP_172355714.1	FtsW.10
FtsW	WP_125958370.1	FtsW.10
FtsW	WP_057908340.1	FtsW.10
FtsW	WP_203649765.1	FtsW.10
FtsW	WP_017261236.1	FtsW.10
FtsW	WP_017261236.1	FtsW.10
FtsW	WP_061776816.1	FtsW.10
FtsW	WP_125640713.1	FtsW.10
FtsW	WP_089089270.1	FtsW.10
FtsW	WP_022528058.1	FtsW.10
FtsW	WP_045922915.1	FtsW.10
FtsW	WP_118908329.1	FtsW.10
FtsW	WP_035453712.1	FtsW.10
FtsW	WP_010579618.1	FtsW.10
FtsW	WP_172209823.1	FtsW.10
FtsW	WP_168925040.1	FtsW.10
FtsW	WP_253358783.1	FtsW.10
FtsW	WP_057746726.1	FtsW.10
FtsW	WP_057768743.1	FtsW.10
FtsW	WP_076617744.1	FtsW.10
FtsW	WP_257701187.1	FtsW.10
FtsW	WP_056996282.1	FtsW.10
FtsW	WP_065903906.1	FtsW.10
FtsW	WP_009553760.1	FtsW.10
FtsW	WP_125763631.1	FtsW.10
FtsW	WP_057823360.1	FtsW.10
FtsW	WP_057818311.1	FtsW.10
FtsW	WP_249514960.1	FtsW.10
FtsW	WP_125589467.1	FtsW.10
FtsW	WP_166160526.1	FtsW.10
FtsW	WP_125592368.1	FtsW.10
FtsW	WP_057733221.1	FtsW.10
FtsW	WP_057765667.1	FtsW.10
FtsW	WP_025022008.1	FtsW.10
FtsW	WP_235805869.1	FtsW.10
FtsW	WP_057717335.1	FtsW.10
FtsW	WP_106483297.1	FtsW.10
FtsW	WP_011673606.1	FtsW.10
FtsW	WP_137644045.1	FtsW.10
FtsW	WP_096815057.1	FtsW.10
FtsW	WP_150391666.1	FtsW.10
FtsW	WP_096040237.1	FtsW.10
FtsW	WP_024746933.1	FtsW.10
FtsW	WP_176941822.1	FtsW.10
FtsW	WP_014073768.1	FtsW.10
FtsW	WP_137629967.1	FtsW.10
FtsW	WP_003644656.1	FtsW.10
FtsW	WP_125676652.1	FtsW.10
FtsW	WP_188347596.1	FtsW.10
FtsW	WP_057772353.1	FtsW.10
FtsW	WP_057807291.1	FtsW.10
FtsW	WP_056971886.1	FtsW.10
FtsW	WP_155431791.1	FtsW.10
FtsW	WP_003639212.1	FtsW.10
FtsW	WP_034527843.1	FtsW.10
FtsW	WP_109250993.1	FtsW.10
FtsW	WP_281164701.1	FtsW.10
FtsW	WP_017868344.1	FtsW.10
FtsW	WP_057707714.1	FtsW.10
FtsW	WP_034542780.1	FtsW.10
FtsW	WP_062913169.1	FtsW.10
FtsW	WP_034988054.1	FtsW.10
FtsW	WP_137642015.1	FtsW.10
FtsW	WP_180746650.1	FtsW.10
FtsW	WP_260117336.1	FtsW.10
FtsW	WP_153384387.1	FtsW.10
FtsW	WP_235803456.1	FtsW.10
FtsW	WP_109834767.1	FtsW.10
FtsW	WP_125754312.1	FtsW.10
FtsW	WP_125650412.1	FtsW.10
FtsW	WP_125712605.1	FtsW.10
FtsW	WP_125071948.1	FtsW.10
FtsW	WP_057804535.1	FtsW.10
FtsW	WP_187324679.1	FtsW.10
FtsW	WP_137639279.1	FtsW.10
FtsW	WP_057783838.1	FtsW.10
FtsW	WP_187329029.1	FtsW.10
FtsW	WP_034547561.1	FtsW.10
FtsW	WP_033614205.1	FtsW.10
FtsW	WP_094784276.1	FtsW.10
FtsW	WP_130845650.1	FtsW.10
FtsW	WP_174713953.1	FtsW.10
FtsW	WP_164504872.1	FtsW.10
FtsW	WP_094128557.1	FtsW.10
FtsW	WP_021732587.1	FtsW.10
FtsW	WP_125605151.1	FtsW.10
FtsW	WP_031365239.1	FtsW.10
FtsW	WP_125767414.1	FtsW.10
FtsW	WP_057780841.1	FtsW.10
FtsW	WP_057872519.1	FtsW.10
FtsW	WP_120142216.1	FtsW.10
FtsW	WP_137634643.1	FtsW.10
FtsW	WP_137628763.1	FtsW.10
FtsW	WP_057797453.1	FtsW.10
FtsW	WP_057802431.1	FtsW.10
FtsW	WP_023858973.1	FtsW.10
FtsW	WP_244056982.1	FtsW.10
FtsW	WP_057904394.1	FtsW.10
FtsW	WP_125585630.1	FtsW.10
FtsW	WP_057889347.1	FtsW.10
FtsW	WP_014215161.1	FtsW.10
FtsW	WP_057735597.1	FtsW.10
FtsW	WP_125581401.1	FtsW.10
FtsW	WP_125576872.1	FtsW.10
FtsW	WP_057894142.1	FtsW.10
FtsW	WP_137615603.1	FtsW.10
FtsW	WP_054662037.1	FtsW.10
FtsW	WP_057868548.1	FtsW.10
FtsW	WP_057881764.1	FtsW.10
FtsW	WP_057887302.1	FtsW.10
FtsW	WP_022796181.1	FtsW.10
FtsW	WP_125756753.1	FtsW.10
FtsW	WP_048000182.1	FtsW.10
FtsW	WP_010688665.1	FtsW.10
FtsW	WP_056980532.1	FtsW.10
FtsW	WP_137606499.1	FtsW.10
FtsW	WP_057873746.1	FtsW.10
FtsW	WP_119908397.1	FtsW.10
FtsW	WP_047392150.1	FtsW.10
FtsW	WP_003699953.1	FtsW.10
FtsW	WP_057750112.1	FtsW.10
FtsW	WP_120771927.1	FtsW.10
FtsW	WP_057875059.1	FtsW.10
FtsW	WP_057829050.1	FtsW.10
FtsW	WP_133442325.1	FtsW.10
FtsW	WP_025085335.1	FtsW.10
FtsW	WP_025085335.1	FtsW.10
FtsW	WP_025085335.1	FtsW.10
FtsW	WP_112194645.1	FtsW.10
FtsW	WP_137624723.1	FtsW.10
FtsW	WP_035166897.1	FtsW.10
FtsW	WP_057885488.1	FtsW.10
FtsW	WP_035054373.1	FtsW.10
FtsW	WP_142767064.1	FtsW.10
FtsW	WP_230913670.1	FtsW.10
FtsW	WP_056983643.1	FtsW.10
FtsW	WP_125581326.1	FtsW.10
FtsW	WP_125548735.1	FtsW.10
FtsW	WP_075887796.1	FtsW.10
FtsW	WP_119326958.1	FtsW.10
FtsW	WP_267200961.1	FtsW.10
FtsW	WP_011835464.1	FtsW.10
FtsW	WP_041500878.1	FtsW.10
FtsW	WP_041094169.1	FtsW.10
FtsW	WP_003553589.1	FtsW.10
FtsW	WP_020991312.1	FtsW.10
FtsW	WP_126108323.1	FtsW.10
FtsW	WP_076461107.1	FtsW.10
FtsW	WP_125713544.1	FtsW.10
FtsW	WP_034551110.1	FtsW.10
FtsW	WP_087033454.1	FtsW.10
FtsW	WP_182596712.1	FtsW.10
FtsW	WP_028274069.1	FtsW.10
FtsW	WP_025086823.1	FtsW.10
FtsW	WP_125554031.1	FtsW.10
FtsW	WP_003678736.1	FtsW.10
FtsW	WP_182578029.1	FtsW.10
FtsW	WP_057892685.1	FtsW.10
FtsW	WP_056946461.1	FtsW.10
FtsW	WP_203627437.1	FtsW.10
FtsW	WP_125697373.1	FtsW.10
FtsW	WP_135371324.1	FtsW.10
FtsW	WP_010622832.1	FtsW.10
FtsW	WP_191668340.1	FtsW.10
FtsW	WP_166061906.1	FtsW.10
FtsW	WP_003666583.1	FtsW.10
FtsW	WP_182597460.1	FtsW.10
FtsW	WP_003676135.1	FtsW.10
FtsW	WP_070788128.1	FtsW.10
FtsW	WP_027107398.1	FtsW.10
FtsW	WP_137597442.1	FtsW.10
FtsW	WP_075567886.1	FtsW.10
FtsW	WP_164505829.1	FtsW.10
FtsW	WP_057739542.1	FtsW.10
FtsW	WP_096817306.1	FtsW.10
FtsW	WP_188357845.1	FtsW.10
FtsW	WP_018373044.1	FtsW.10
FtsW	WP_165713263.1	FtsW.10
FtsW	WP_044009910.1	FtsW.10
FtsW	WP_019205300.1	FtsW.10
FtsW	WP_102197209.1	FtsW.10
FtsW	WP_070791637.1	FtsW.10
FtsW	WP_120784561.1	FtsW.10
FtsW	WP_089746660.1	FtsW.10
FtsW	WP_002832129.1	FtsW.10
FtsW	WP_058204556.1	FtsW.10
FtsW	WP_057739271.1	FtsW.10
FtsW	WP_172189277.1	FtsW.10
FtsW	WP_086942615.1	FtsW.10
FtsW	WP_261806958.1	FtsW.10
FtsW	WP_280606210.1	FtsW.10
FtsW	WP_086629050.1	FtsW.10
FtsW	WP_018379081.1	FtsW.10
FtsW	WP_137602273.1	FtsW.10
FtsW	WP_025168720.1	FtsW.10
FtsW	WP_086986501.1	FtsW.10
FtsW	WP_005713773.1	FtsW.10
FtsW	WP_129302360.1	FtsW.10
FtsW	WP_279232804.1	FtsW.10
FtsW	WP_068225085.1	FtsW.10
FtsW	WP_137637903.1	FtsW.10
FtsW	WP_022791941.1	FtsW.10
FtsW	WP_057786997.1	FtsW.10
FtsW	WP_006500280.1	FtsW.10
FtsW	WP_027108545.1	FtsW.10
FtsW	WP_010051000.1	FtsW.10
FtsW	WP_260901963.1	FtsW.10
FtsW	WP_056945167.1	FtsW.10
FtsW	WP_056945167.1	FtsW.10
FtsW	WP_010620656.1	FtsW.10
FtsW	WP_137610564.1	FtsW.10
FtsW	WP_007123511.1	FtsW.10
FtsW	WP_125980148.1	FtsW.10
FtsW	WP_025012629.1	FtsW.10
FtsW	WP_019293734.1	FtsW.10
FtsW	WP_056981517.1	FtsW.10
FtsW	WP_057807123.1	FtsW.10
FtsW	WP_059074144.1	FtsW.10
FtsW	WP_059074144.1	FtsW.10
FtsW	WP_093625815.1	FtsW.10
FtsW	WP_106449697.1	FtsW.10
FtsW	WP_086988163.1	FtsW.10
FtsW	WP_057823847.1	FtsW.10
FtsW	WP_204119913.1	FtsW.10
FtsW	WP_235806647.1	FtsW.10
FtsW	WP_148622075.1	FtsW.10
FtsW	WP_108032944.1	FtsW.10
FtsW	WP_029277723.1	FtsW.10
FtsW	WP_180871755.1	FtsW.10
FtsW	WP_057962876.1	FtsW.10
FtsW	WP_035021480.1	FtsW.10
FtsW	WP_092480635.1	FtsW.10
FtsW	WP_164507196.1	FtsW.10
FtsW	WP_027699584.1	FtsW.10
FtsW	WP_251712775.1	FtsW.10
FtsW	WP_084947573.1	FtsW.10
FtsW	WP_068622190.1	FtsW.10
FtsW	WP_082593438.1	FtsW.10
FtsW	WP_205145642.1	FtsW.10
FtsW	WP_057748076.1	FtsW.10
FtsW	WP_013727689.1	FtsW.10
FtsW	WP_010488875.1	FtsW.10
FtsW	WP_003065642.1	FtsW.10
FtsW	WP_125598620.1	FtsW.10
FtsW	WP_003564988.1	FtsW.10
FtsW	WP_057753754.1	FtsW.10
FtsW	WP_020280470.1	FtsW.10
FtsW	WP_034563670.1	FtsW.10
FtsW	WP_109289787.1	FtsW.10
FtsW	WP_070230520.1	FtsW.10
FtsW	WP_013852069.1	FtsW.10
FtsW	WP_191911754.1	FtsW.10
FtsW	WP_125568572.1	FtsW.10
FtsW	WP_009854569.1	FtsW.10
FtsW	WP_124943153.1	FtsW.10
FtsW	WP_056936643.1	FtsW.10
FtsW	WP_239516983.1	FtsW.10
FtsW	WP_056946045.1	FtsW.10
FtsW	WP_056946045.1	FtsW.10
FtsW	WP_249116157.1	FtsW.10
FtsW	WP_192851720.1	FtsW.10
FtsW	WP_005606705.1	FtsW.10
FtsW	WP_225047104.1	FtsW.10
FtsW	WP_006729204.1	FtsW.10
FtsW	WP_074564053.1	FtsW.10
FtsW	WP_006532657.1	FtsW.10
FtsW	WP_035029794.1	FtsW.10
FtsW	WP_040471948.1	FtsW.10
FtsW	WP_251423421.1	FtsW.10
FtsW	WP_203630359.1	FtsW.10
FtsW	WP_102168070.1	FtsW.10
FtsW	WP_246287345.1	FtsW.10
FtsW	WP_057863876.1	FtsW.10
FtsW	WP_054646338.1	FtsW.10
FtsW	WP_023176907.1	FtsW.10
FtsW	WP_262314758.1	FtsW.10
FtsW	WP_047768021.1	FtsW.10
FtsW	WP_121977289.1	FtsW.10
FtsW	WP_244842668.1	FtsW.10
FtsW	WP_000830415.1	FtsW.10
FtsW	WP_056982974.1	FtsW.10
FtsW	WP_049533594.1	FtsW.10
FtsW	WP_168722330.1	FtsW.10
FtsW	WP_154454221.1	FtsW.10
FtsW	WP_006907443.1	FtsW.10
FtsW	WP_049513690.1	FtsW.10
FtsW	WP_286136529.1	FtsW.10
FtsW	WP_006148857.1	FtsW.10
FtsW	WP_039144332.1	FtsW.10
FtsW	WP_042218865.1	FtsW.10
FtsW	WP_011679160.1	FtsW.10
FtsW	WP_182580626.1	FtsW.10
FtsW	WP_126466627.1	FtsW.10
FtsW	WP_075524539.1	FtsW.10
FtsW	WP_048702688.1	FtsW.10
FtsW	WP_023390829.1	FtsW.10
FtsW	WP_075099376.1	FtsW.10
FtsW	WP_006269943.1	FtsW.10
FtsW	WP_249511132.1	FtsW.10
FtsW	WP_251547261.1	FtsW.10
FtsW	WP_056978193.1	FtsW.10
FtsW	WP_187753951.1	FtsW.10
FtsW	WP_251576188.1	FtsW.10
FtsW	WP_076995592.1	FtsW.10
FtsW	WP_191684675.1	FtsW.10
FtsW	WP_208559811.1	FtsW.10
FtsW	WP_093650702.1	FtsW.10
FtsW	WP_069652954.1	FtsW.10
FtsW	WP_003073258.1	FtsW.10
FtsW	WP_026183259.1	FtsW.10
FtsW	WP_057719446.1	FtsW.10
FtsW	WP_018375241.1	FtsW.10
FtsW	WP_220742630.1	FtsW.10
FtsW	WP_062532134.1	FtsW.10
FtsW	WP_117117969.1	FtsW.10
FtsW	WP_225426765.1	FtsW.10
FtsW	WP_003717675.1	FtsW.10
FtsW	WP_056974893.1	FtsW.10
FtsW	WP_003685881.1	FtsW.10
FtsW	WP_209626490.1	FtsW.10
FtsW	WP_072612988.1	FtsW.10
FtsW	WP_099974615.1	FtsW.10
FtsW	WP_099974615.1	FtsW.10
FtsW	WP_057754442.1	FtsW.10
FtsW	WP_125708519.1	FtsW.10
FtsW	WP_009495623.1	FtsW.10
FtsW	WP_024051924.1	FtsW.10
FtsW	WP_018659636.1	FtsW.10
FtsW	WP_082611662.1	FtsW.10
FtsW	WP_069646504.1	FtsW.10
FtsW	WP_002895877.1	FtsW.10
FtsW	WP_010623895.1	FtsW.10
FtsW	WP_148605569.1	FtsW.10
FtsW	WP_168549851.1	FtsW.10
FtsW	WP_056957488.1	FtsW.10
FtsW	WP_010760985.1	FtsW.10
FtsW	WP_057810884.1	FtsW.10
FtsW	WP_091502618.1	FtsW.10
FtsW	WP_080881481.1	FtsW.10
FtsW	WP_000830665.1	FtsW.10
FtsW	WP_168676499.1	FtsW.10
FtsW	WP_261042535.1	FtsW.10
FtsW	WP_002997308.1	FtsW.10
FtsW	WP_086874780.1	FtsW.10
FtsW	WP_252795913.1	FtsW.10
FtsW	WP_000830666.1	FtsW.10
FtsW	WP_225418431.1	FtsW.10
FtsW	WP_018164173.1	FtsW.10
FtsW	WP_138707435.1	FtsW.10
FtsW	WP_003648574.1	FtsW.10
FtsW	WP_000830659.1	FtsW.10
FtsW	WP_045611374.1	FtsW.10
FtsW	WP_128686578.1	FtsW.10
FtsW	WP_090093238.1	FtsW.10
FtsW	WP_251717740.1	FtsW.10
FtsW	WP_061590331.1	FtsW.10
FtsW	WP_252767471.1	FtsW.10
FtsW	WP_054681825.1	FtsW.10
FtsW	WP_013231221.1	FtsW.10
FtsW	WP_002962061.1	FtsW.10
FtsW	WP_153861763.1	FtsW.10
FtsW	WP_087058399.1	FtsW.10
FtsW	WP_140224314.1	FtsW.10
FtsW	WP_020902238.1	FtsW.10
FtsW	WP_140833699.1	FtsW.10
FtsW	WP_010279725.1	FtsW.10
FtsW	WP_010764647.1	FtsW.10
FtsW	WP_018370019.1	FtsW.10
FtsW	WP_056995173.1	FtsW.10
FtsW	WP_002263164.1	FtsW.10
FtsW	WP_109918282.1	FtsW.10
FtsW	WP_128833122.1	FtsW.10
FtsW	WP_002820153.1	FtsW.10
FtsW	WP_003647079.1	FtsW.10
FtsW	WP_013989321.1	FtsW.10
FtsW	WP_219966525.1	FtsW.10
FtsW	WP_056941517.1	FtsW.10
MurG	WP_067972071.1	MurG.1
MurG	WP_060776241.1	MurG.1
MurG	WP_039935976.1	MurG.1
MurG	WP_060777997.1	MurG.1
MurG	WP_059349049.1	MurG.1
MurG	WP_084098761.1	MurG.1
MurG	WP_067979852.1	MurG.1
MurG	WP_106450699.1	MurG.1
MurG	WP_107995930.1	MurG.1
MurG	WP_086943372.1	MurG.1
MurG	WP_086985425.1	MurG.1
MurG	WP_086988347.1	MurG.1
MurG	WP_108031328.1	MurG.1
MurG	WP_275425221.1	MurG.1
MurG	WP_119093151.1	MurG.1
MurG	WP_126111137.1	MurG.1
MurG	WP_166163092.1	MurG.1
MurG	WP_166062114.1	MurG.1
MurG	WP_087033364.1	MurG.1
MurG	WP_092479684.1	MurG.1
MurG	WP_062471260.1	MurG.1
MurG	WP_092091949.1	MurG.1
MurG	WP_027107660.1	MurG.1
MurG	WP_035053620.1	MurG.1
MurG	WP_035022191.1	MurG.1
MurG	WP_028273792.1	MurG.1
MurG	WP_034548207.1	MurG.1
MurG	WP_034558718.1	MurG.1
MurG	WP_119908221.1	MurG.1
MurG	WP_089746022.1	MurG.1
MurG	WP_035028877.1	MurG.1
MurG	WP_023177387.1	MurG.1
MurG	WP_023390942.1	MurG.1
MurG	WP_166033681.1	MurG.1
MurG	WP_007723040.1	MurG.1
MurG	WP_056971350.1	MurG.1
MurG	WP_114289632.1	MurG.1
MurG	WP_085560271.1	MurG.1
MurG	WP_126791106.1	MurG.1
MurG	WP_005605976.1	MurG.1
MurG	WP_125984424.1	MurG.1
MurG	WP_006418327.1	MurG.1
MurG	WP_006907377.1	MurG.1
MurG	WP_124974910.1	MurG.1
MurG	WP_197114201.1	MurG.1
MurG	WP_077276499.1	MurG.1
MurG	WP_125957087.1	MurG.1
MurG	WP_153861827.1	MurG.1
MurG	WP_057827723.1	MurG.1
MurG	WP_257701546.1	MurG.1
MurG	WP_244055850.1	MurG.1
MurG	WP_028119013.1	MurG.1
MurG	WP_009553650.1	MurG.1
MurG	WP_006308024.1	MurG.1
MurG	WP_057906857.1	MurG.1
MurG	WP_218931097.1	MurG.1
MurG	WP_057828951.1	MurG.1
MurG	WP_034550723.1	MurG.1
MurG	WP_171031243.1	MurG.1
MurG	WP_112250111.1	MurG.1
MurG	WP_280606157.1	MurG.1
MurG	WP_137629315.1	MurG.1
MurG	WP_092652727.1	MurG.1
MurG	WP_166008341.1	MurG.1
MurG	WP_071456410.1	MurG.1
MurG	WP_010688737.1	MurG.1
MurG	WP_027107362.1	MurG.1
MurG	WP_106190670.1	MurG.1
MurG	WP_010620115.1	MurG.1
MurG	WP_025086868.1	MurG.1
MurG	WP_269023521.1	MurG.1
MurG	WP_006703027.1	MurG.1
MurG	WP_137634805.1	MurG.1
MurG	WP_079347401.1	MurG.1
MurG	WP_208558845.1	MurG.1
MurG	WP_124057547.1	MurG.1
MurG	WP_229251771.1	MurG.1
MurG	WP_136137097.1	MurG.1
MurG	WP_033614160.1	MurG.1
MurG	WP_112286384.1	MurG.1
MurG	WP_090290122.1	MurG.1
MurG	WP_017868304.1	MurG.1
MurG	WP_137607303.1	MurG.1
MurG	WP_137645371.1	MurG.1
MurG	WP_118990871.1	MurG.1
MurG	WP_057799759.1	MurG.1
MurG	WP_137616377.1	MurG.1
MurG	WP_057886918.1	MurG.1
MurG	WP_091264577.1	MurG.1
MurG	WP_023858950.1	MurG.1
MurG	WP_047035746.1	MurG.1
MurG	WP_057802670.1	MurG.1
MurG	WP_230097170.1	MurG.1
MurG	WP_137625837.1	MurG.1
MurG	WP_089144563.1	MurG.1
MurG	WP_057875843.1	MurG.1
MurG	WP_260116237.1	MurG.1
MurG	WP_022795443.1	MurG.1
MurG	WP_137640344.1	MurG.1
MurG	WP_067395333.1	MurG.1
MurG	WP_125552092.1	MurG.1
MurG	WP_125070969.1	MurG.1
MurG	WP_048000027.1	MurG.1
MurG	WP_041820022.1	MurG.1
MurG	WP_057736019.1	MurG.1
MurG	WP_057706688.1	MurG.1
MurG	WP_057869023.1	MurG.1
MurG	WP_057870910.1	MurG.1
MurG	WP_260344902.1	MurG.1
MurG	WP_035168574.1	MurG.1
MurG	WP_002830517.1	MurG.1
MurG	WP_267202088.1	MurG.1
MurG	WP_010077851.1	MurG.1
MurG	WP_130843167.1	MurG.1
MurG	WP_146924359.1	MurG.1
MurG	WP_209527545.1	MurG.1
MurG	WP_014215276.1	MurG.1
MurG	WP_003776258.1	MurG.1
MurG	WP_057768702.1	MurG.1
MurG	WP_050338393.1	MurG.1
MurG	WP_275471058.1	MurG.1
MurG	WP_010580156.1	MurG.1
MurG	WP_137637752.1	MurG.1
MurG	WP_057752241.1	MurG.1
MurG	WP_025021650.1	MurG.1
MurG	WP_126831410.1	MurG.1
MurG	WP_253359663.1	MurG.1
MurG	WP_003555140.1	MurG.1
MurG	WP_182597960.1	MurG.1
MurG	WP_153710632.1	MurG.1
MurG	WP_125577067.1	MurG.1
MurG	WP_035445973.1	MurG.1
MurG	WP_014082269.1	MurG.1
MurG	WP_034986652.1	MurG.1
MurG	WP_057879411.1	MurG.1
MurG	WP_182595925.1	MurG.1
MurG	WP_261810249.1	MurG.1
MurG	WP_191667670.1	MurG.1
MurG	WP_161868324.1	MurG.1
MurG	WP_180747398.1	MurG.1
MurG	WP_057744970.1	MurG.1
MurG	WP_126821829.1	MurG.1
MurG	WP_034526166.1	MurG.1
MurG	WP_248416030.1	MurG.1
MurG	WP_056944459.1	MurG.1
MurG	WP_227361328.1	MurG.1
MurG	WP_010622429.1	MurG.1
MurG	WP_045808019.1	MurG.1
MurG	WP_126813314.1	MurG.1
MurG	WP_057910858.1	MurG.1
MurG	WP_057773052.1	MurG.1
MurG	WP_057777406.1	MurG.1
MurG	WP_091759493.1	MurG.1
MurG	WP_094784941.1	MurG.1
MurG	WP_039144907.1	MurG.1
MurG	WP_057806908.1	MurG.1
MurG	WP_057809856.1	MurG.1
MurG	WP_057808100.1	MurG.1
MurG	WP_125639712.1	MurG.1
MurG	WP_208909378.1	MurG.1
MurG	WP_133441443.1	MurG.1
MurG	WP_072694541.1	MurG.1
MurG	WP_125572721.1	MurG.1
MurG	WP_041093893.1	MurG.1
MurG	WP_013727513.1	MurG.1
MurG	WP_109249350.1	MurG.1
MurG	WP_230098579.1	MurG.1
MurG	WP_031366221.1	MurG.1
MurG	WP_056959996.1	MurG.1
MurG	WP_125546844.1	MurG.1
MurG	WP_101954343.1	MurG.1
MurG	WP_137643687.1	MurG.1
MurG	WP_020088814.1	MurG.1
MurG	WP_135368467.1	MurG.1
